eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
7458254,EHB,EHB|ISC-Ms,2005,1,1,0,47,35.66,,94.463,3.977,12.8,6.8,55.0,35.0,,4.95,0.17,,6619902|BJI|5.00|mb,6619902|BJI|5.20|mB,6619902|BJI|4.50|Ms,6619902|BJI|4.40|Msz,7259215|NEIC|4.80|mb,8101330|ISC|4.80|mb,8101330|ISC|4.30|MS
7458257,EHB,EHB|ISC-Ms,2005,1,1,0,52,57.86,,92.415,8.311,9.4,6.8,42.0,33.0,2.9,4.88,0.17,,6619903|BJI|4.70|mb,6619903|BJI|5.00|mB,6619903|BJI|4.60|Ms,6619903|BJI|4.30|Msz,7259216|NEIC|4.80|mb,7259216|NEIC|4.60|MS,8101331|ISC|4.80|mb,8101331|ISC|4.20|MS
7458259,ISC,ISC|ISC-mb,2005,1,1,0,56,44.54,0.72,92.9839,8.2701,22.62,10.96,140.0,30.0,,5.03,0.29,,6619904|BJI|4.90|mb,6619904|BJI|5.20|mB,6619904|BJI|4.70|Ms,6619904|BJI|4.40|Msz,7259217|NEIC|4.70|mb,8101332|ISC|4.70|mb
7458267,EHB,EHB|HRVD-Mw,2005,1,1,1,20,3.18,,-88.894,13.735,6.8,3.5,38.0,173.0,1.9,4.7,,,6619905|BJI|4.90|mB,7259221|NEIC|5.00|mb,7401616|HRVD|4.70|MW,8101335|ISC|4.90|mb
7458274,EHB,EHB|HRVD-Mw,2005,1,1,1,42,22.38,,93.914,7.288,5.9,4.0,39.0,13.0,3.5,5.0,,,6619906|BJI|5.00|mb,6619906|BJI|5.30|mB,6619906|BJI|5.00|Ms,6619906|BJI|4.60|Msz,7259223|NEIC|5.10|mb,7401618|HRVD|5.00|MW,8101338|ISC|5.00|mb,8101338|ISC|4.90|MS
7458277,EHB,EHB|HRVD-Mw,2005,1,1,1,43,38.24,,92.409,7.041,7.6,5.5,40.0,22.0,2.3,5.1,,,7401620|HRVD|5.10|MW,7259234|NEIC|4.90|mb,6619907|BJI|4.70|mb,6619907|BJI|5.10|mB,6619907|BJI|4.90|Ms,6619907|BJI|4.50|Msz,8101339|ISC|4.90|mb,8101339|ISC|5.10|MS
7458280,EHB,EHB|HRVD-Mw,2005,1,1,1,55,28.55,,95.542,2.867,3.6,2.9,27.0,25.0,1.0,5.7,,,6619908|BJI|5.70|mb,6619908|BJI|5.90|mB,6619908|BJI|5.90|Ms,6619908|BJI|5.90|Msz,7259236|NEIC|5.30|mb,7259236|NEIC|5.60|MS,7259236|NEIC|5.70|MW,7401622|HRVD|5.70|MW,8101340|ISC|5.40|mb,8101340|ISC|5.70|MS
7458293,EHB,EHB|ISC-Ms,2005,1,1,2,54,23.18,,91.97,8.595,23.0,10.9,56.0,26.0,6.9,5.08,0.17,,7259240|NEIC|4.90|mb,6619909|BJI|4.90|mb,6619909|BJI|5.10|mB,6619909|BJI|4.60|Ms,6619909|BJI|4.60|Msz,8148578|ISC|4.80|mb,8148578|ISC|4.50|MS
7458313,EHB,EHB|HRVD-Mw,2005,1,1,4,3,12.06,,94.363,5.446,3.0,1.9,30.0,45.0,0.9,5.7,,,6619911|BJI|5.70|mb,6619911|BJI|5.80|mB,6619911|BJI|5.60|Ms,6619911|BJI|5.40|Msz,7259241|NEIC|5.80|mb,7259241|NEIC|5.60|ME,7259241|NEIC|5.50|MS,7259241|NEIC|5.70|MW,7401624|HRVD|5.70|MW,8101346|ISC|5.80|mb,8101346|ISC|5.40|MS
7458321,EHB,EHB|ISC-Ms,2005,1,1,4,29,15.54,,95.413,3.67,9.3,6.8,32.0,43.0,3.6,4.95,0.17,,6619912|BJI|5.10|mb,6619912|BJI|5.70|mB,6619912|BJI|4.80|Ms,6619912|BJI|4.40|Msz,7259245|NEIC|4.90|mb,8101348|ISC|5.00|mb,8101348|ISC|4.30|MS
